[11:49:10.164] Odometry x=0.000000, y=-0.000000, theta=0.000000
[11:49:20.082] After pose optimization, distance between two frames x:-0.000001 ,z=-0.000002,angle between two frames:0.005437
[11:49:20.082] Update EKF and 3D points, distance between two frames x:-0.000001 ,z=-0.000002,angle between two frames:0.005437
[11:49:20.083] Odometry x=0.000301, y=-0.000458, theta=-0.070637
[11:49:20.093] Odometry x=0.000303, y=-0.000458, theta=-0.070016
[11:49:20.103] Odometry x=0.000305, y=-0.000459, theta=-0.068965
[11:49:20.113] Odometry x=0.000306, y=-0.000459, theta=-0.067234
[11:49:20.124] Odometry x=0.000306, y=-0.000459, theta=-0.064962
[11:49:20.144] Odometry x=0.000398, y=-0.000465, theta=-0.063205
[11:49:20.154] Odometry x=0.000398, y=-0.000465, theta=-0.062010
[11:49:20.164] Odometry x=0.000398, y=-0.000465, theta=-0.061444
[11:49:20.174] Odometry x=0.000398, y=-0.000465, theta=-0.061137
[11:49:20.179] After Reprojection Map nPoint:54 ,nCell:49 ,nMatches:4 ,distance between two frames x:0.000036 ,z=-0.000002,angle between two frames:0.000267
[11:49:20.179] n deleted obs = 3 	 n obs with reprojection error less than 0.5 px =3 	 error init =0.483398 	 error end=0.483398
[11:49:20.179] After pose optimization, distance between two frames x:0.000036 ,z=-0.000002,angle between two frames:0.000267
[11:49:20.179] Update EKF and 3D points, distance between two frames x:0.000036 ,z=-0.000002,angle between two frames:0.000267
[11:49:20.185] Odometry x=0.000341, y=-0.000461, theta=-0.065533
[11:49:20.195] Odometry x=0.000341, y=-0.000460, theta=-0.064647
[11:49:20.206] Odometry x=0.000341, y=-0.000460, theta=-0.063365
[11:49:20.216] Odometry x=0.000342, y=-0.000460, theta=-0.061418
[11:49:20.236] Odometry x=0.000420, y=-0.000465, theta=-0.056960
[11:49:20.246] Odometry x=0.000421, y=-0.000465, theta=-0.053826
[11:49:20.256] Odometry x=0.000421, y=-0.000465, theta=-0.051513
[11:49:20.266] Odometry x=0.000421, y=-0.000465, theta=-0.049196
[11:49:20.277] Odometry x=0.000421, y=-0.000465, theta=-0.047154
[11:49:20.287] Odometry x=0.000421, y=-0.000465, theta=-0.045214
[11:49:20.297] Odometry x=0.000421, y=-0.000464, theta=-0.043236
[11:49:20.307] Odometry x=0.000421, y=-0.000464, theta=-0.041179
[11:49:20.311] After Reprojection Map nPoint:52 ,nCell:48 ,nMatches:7 ,distance between two frames x:-0.009117 ,z=0.001971,angle between two frames:0.001960
[11:49:20.311] n deleted obs = 5 	 n obs with reprojection error less than 0.5 px =5 	 error init =0.784089 	 error end=0.784089
[11:49:20.311] After pose optimization, distance between two frames x:-0.009117 ,z=0.001971,angle between two frames:0.001960
[11:49:20.311] Update EKF and 3D points, distance between two frames x:-0.009117 ,z=0.001971,angle between two frames:0.001960
[11:49:20.317] Odometry x=-0.005285, y=0.000757, theta=-0.057197
[11:49:20.337] Odometry x=-0.005196, y=0.000752, theta=-0.051237
[11:49:20.347] Odometry x=-0.005195, y=0.000752, theta=-0.046987
[11:49:20.357] Odometry x=-0.005195, y=0.000752, theta=-0.044169
[11:49:20.368] Odometry x=-0.005195, y=0.000752, theta=-0.041557
[11:49:20.378] Odometry x=-0.005195, y=0.000752, theta=-0.039183
[11:49:20.383] After Reprojection Map nPoint:55 ,nCell:46 ,nMatches:4 ,distance between two frames x:-0.000289 ,z=-0.000039,angle between two frames:0.000235
[11:49:20.383] n deleted obs = 0 	 n obs with reprojection error less than 0.5 px =8 	 error init =0.075633 	 error end=0.013659
[11:49:20.383] After pose optimization, distance between two frames x:0.037265 ,z=-0.001710,angle between two frames:0.051341
[11:49:20.383] Update EKF and 3D points, distance between two frames x:0.037265 ,z=-0.001710,angle between two frames:0.051341
[11:49:20.388] Odometry x=0.015602, y=0.000165, theta=-0.024760
[11:49:20.398] Odometry x=0.015602, y=0.000165, theta=-0.022620
[11:49:20.409] Odometry x=0.015602, y=0.000165, theta=-0.021268
[11:49:20.419] Odometry x=0.015602, y=0.000165, theta=-0.019395
[11:49:20.439] Odometry x=0.015691, y=0.000163, theta=-0.016957
[11:49:20.449] Odometry x=0.015691, y=0.000163, theta=-0.015007
[11:49:20.460] Odometry x=0.015692, y=0.000163, theta=-0.013339
[11:49:20.470] Odometry x=0.015692, y=0.000163, theta=-0.011732
[11:49:20.480] Odometry x=0.015692, y=0.000163, theta=-0.009542
[11:49:20.487] After Reprojection Map nPoint:4 ,nCell:4 ,nMatches:0 ,distance between two frames x:-0.011084 ,z=-0.000512,angle between two frames:0.000638
[11:49:20.490] Odometry x=0.015692, y=0.000163, theta=-0.007154
[11:49:20.501] Odometry x=0.015692, y=0.000163, theta=-0.005583
[11:49:20.511] Image Alignment failed 0
[11:49:20.511] Odometry x=0.015692, y=0.000163, theta=-0.003807
[11:49:20.521] Odometry x=0.015692, y=0.000163, theta=-0.001260
[11:49:20.541] Odometry x=0.015778, y=0.000163, theta=0.002186
[11:49:20.548] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.003959
[11:49:20.551] Odometry x=0.015778, y=0.000162, theta=0.004324
[11:49:20.562] Odometry x=0.015778, y=0.000162, theta=0.005358
[11:49:20.572] Odometry x=0.015779, y=0.000162, theta=0.006138
[11:49:20.582] Odometry x=0.015779, y=0.000162, theta=0.006759
[11:49:20.593] Odometry x=0.015779, y=0.000162, theta=0.007328
[11:49:20.603] Odometry x=0.015779, y=0.000162, theta=0.007934
[11:49:20.611] Image Alignment failed 0
[11:49:20.613] Odometry x=0.015779, y=0.000162, theta=0.008571
[11:49:20.623] Odometry x=0.015779, y=0.000162, theta=0.009157
[11:49:20.643] Odometry x=0.015868, y=0.000162, theta=0.009552
[11:49:20.654] Odometry x=0.015868, y=0.000162, theta=0.009742
[11:49:20.659] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.005748
[11:49:20.664] Odometry x=0.015868, y=0.000162, theta=0.009751
[11:49:20.675] Odometry x=0.015868, y=0.000162, theta=0.009834
[11:49:20.685] Odometry x=0.015869, y=0.000162, theta=0.010162
[11:49:20.695] Odometry x=0.015869, y=0.000162, theta=0.010583
[11:49:20.705] Odometry x=0.015869, y=0.000162, theta=0.010969
[11:49:20.713] Image Alignment failed 0
[11:49:20.716] Odometry x=0.015869, y=0.000162, theta=0.011365
[11:49:20.726] Odometry x=0.015869, y=0.000162, theta=0.011857
[11:49:20.746] Odometry x=0.015957, y=0.000163, theta=0.012951
[11:49:20.756] Odometry x=0.015957, y=0.000163, theta=0.013936
[11:49:20.767] Odometry x=0.015957, y=0.000163, theta=0.014742
[11:49:20.769] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=-0.000000,angle between two frames:0.001226
[11:49:20.777] Odometry x=0.015957, y=0.000163, theta=0.015421
[11:49:20.787] Odometry x=0.015957, y=0.000163, theta=0.015935
[11:49:20.798] Odometry x=0.015957, y=0.000163, theta=0.016409
[11:49:20.808] Odometry x=0.015957, y=0.000163, theta=0.016918
[11:49:20.812] Image Alignment failed 0
[11:49:20.818] Odometry x=0.015958, y=0.000163, theta=0.017453
[11:49:20.839] Odometry x=0.016038, y=0.000164, theta=0.019573
[11:49:20.849] Odometry x=0.016038, y=0.000164, theta=0.021043
[11:49:20.855] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.002177
[11:49:20.859] Odometry x=0.016039, y=0.000164, theta=0.021899
[11:49:20.869] Odometry x=0.016039, y=0.000164, theta=0.022706
[11:49:20.880] Odometry x=0.016039, y=0.000164, theta=0.023702
[11:49:20.890] Odometry x=0.016039, y=0.000164, theta=0.025379
[11:49:20.900] Odometry x=0.016039, y=0.000164, theta=0.026480
[11:49:20.911] Odometry x=0.016039, y=0.000164, theta=0.026952
[11:49:20.914] Image Alignment failed 0
[11:49:20.921] Odometry x=0.016039, y=0.000164, theta=0.027291
[11:49:20.941] Odometry x=0.016126, y=0.000166, theta=0.027664
[11:49:20.951] Odometry x=0.016126, y=0.000166, theta=0.027856
[11:49:20.961] Odometry x=0.016126, y=0.000166, theta=0.028010
[11:49:20.971] Odometry x=0.016126, y=0.000166, theta=0.028067
[11:49:20.976] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.005909
[11:49:20.982] Odometry x=0.016126, y=0.000166, theta=0.027928
[11:49:20.992] Odometry x=0.016127, y=0.000166, theta=0.027657
[11:49:21.002] Odometry x=0.016127, y=0.000166, theta=0.027730
[11:49:21.011] Image Alignment failed 0
[11:49:21.012] Odometry x=0.016128, y=0.000166, theta=0.028305
[11:49:21.022] Odometry x=0.016130, y=0.000166, theta=0.029389
[11:49:21.043] Odometry x=0.016225, y=0.000165, theta=0.030688
[11:49:21.053] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=-0.000000,angle between two frames:0.000337
[11:49:21.053] Odometry x=0.016229, y=0.000163, theta=0.031440
[11:49:21.063] Odometry x=0.016230, y=0.000162, theta=0.031672
[11:49:21.073] Odometry x=0.016231, y=0.000162, theta=0.031909
[11:49:21.084] Odometry x=0.016231, y=0.000161, theta=0.032065
[11:49:21.094] Odometry x=0.016231, y=0.000161, theta=0.032073
[11:49:21.104] Odometry x=0.016231, y=0.000161, theta=0.031703
[11:49:21.112] Image Alignment failed 0
[11:49:21.114] Odometry x=0.016231, y=0.000161, theta=0.031039
[11:49:21.135] Odometry x=0.016310, y=0.000164, theta=0.029321
[11:49:21.145] Odometry x=0.016310, y=0.000164, theta=0.028061
[11:49:21.151] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000002,angle between two frames:0.000263
[11:49:21.155] Odometry x=0.016310, y=0.000164, theta=0.027065
[11:49:21.166] Odometry x=0.016310, y=0.000164, theta=0.026108
[11:49:21.176] Odometry x=0.016310, y=0.000164, theta=0.025482
[11:49:21.187] Odometry x=0.016310, y=0.000164, theta=0.025300
[11:49:21.197] Odometry x=0.016310, y=0.000164, theta=0.025154
[11:49:21.207] Odometry x=0.016311, y=0.000164, theta=0.024722
[11:49:21.214] Image Alignment failed 0
[11:49:21.218] Odometry x=0.016313, y=0.000163, theta=0.024464
[11:49:21.238] Odometry x=0.016403, y=0.000165, theta=0.025131
[11:49:21.248] Odometry x=0.016404, y=0.000164, theta=0.025647
[11:49:21.258] Odometry x=0.016405, y=0.000163, theta=0.026103
[11:49:21.268] Odometry x=0.016407, y=0.000163, theta=0.026474
[11:49:21.279] Odometry x=0.016411, y=0.000162, theta=0.026672
[11:49:21.279] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000000,angle between two frames:0.003339
[11:49:21.289] Odometry x=0.016417, y=0.000161, theta=0.026683
[11:49:21.300] Odometry x=0.016421, y=0.000160, theta=0.026377
[11:49:21.310] Odometry x=0.016422, y=0.000160, theta=0.026124
[11:49:21.318] Image Alignment failed 0
[11:49:21.320] Odometry x=0.016423, y=0.000160, theta=0.026223
[11:49:21.341] Odometry x=0.016513, y=0.000163, theta=0.025651
[11:49:21.351] Odometry x=0.016513, y=0.000163, theta=0.025158
[11:49:21.361] Odometry x=0.016513, y=0.000163, theta=0.024668
[11:49:21.371] Odometry x=0.016513, y=0.000162, theta=0.024109
[11:49:21.377] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000011 ,z=-0.000001,angle between two frames:0.000548
[11:49:21.381] Odometry x=0.016513, y=0.000162, theta=0.023493
[11:49:21.392] Odometry x=0.016513, y=0.000162, theta=0.022639
[11:49:21.402] Odometry x=0.016513, y=0.000162, theta=0.021800
[11:49:21.411] Image Alignment failed 0
[11:49:21.412] Odometry x=0.016513, y=0.000162, theta=0.021692
[11:49:21.422] Odometry x=0.016513, y=0.000163, theta=0.022206
[11:49:21.442] Odometry x=0.016602, y=0.000165, theta=0.023031
[11:49:21.452] Odometry x=0.016602, y=0.000165, theta=0.023259
[11:49:21.452] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=-0.000000,angle between two frames:0.002309
[11:49:21.463] Odometry x=0.016602, y=0.000165, theta=0.023129
[11:49:21.473] Odometry x=0.016602, y=0.000165, theta=0.023013
[11:49:21.484] Odometry x=0.016603, y=0.000165, theta=0.022757
[11:49:21.494] Odometry x=0.016603, y=0.000165, theta=0.022554
[11:49:21.505] Odometry x=0.016604, y=0.000165, theta=0.022753
[11:49:21.514] Image Alignment failed 0
[11:49:21.515] Odometry x=0.016604, y=0.000164, theta=0.023134
[11:49:21.535] Odometry x=0.016686, y=0.000162, theta=0.023728
[11:49:21.545] Odometry x=0.016688, y=0.000159, theta=0.024184
[11:49:21.555] Odometry x=0.016689, y=0.000158, theta=0.024449
[11:49:21.566] Odometry x=0.016691, y=0.000158, theta=0.024528
[11:49:21.576] Odometry x=0.016692, y=0.000158, theta=0.024500
[11:49:21.578] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000000,angle between two frames:0.000507
[11:49:21.586] Odometry x=0.016692, y=0.000158, theta=0.024622
[11:49:21.597] Odometry x=0.016692, y=0.000158, theta=0.024819
[11:49:21.607] Odometry x=0.016692, y=0.000158, theta=0.025232
[11:49:21.611] Image Alignment failed 0
[11:49:21.617] Odometry x=0.016692, y=0.000158, theta=0.025585
[11:49:21.638] Odometry x=0.016780, y=0.000160, theta=0.025065
[11:49:21.648] Odometry x=0.016780, y=0.000160, theta=0.024545
[11:49:21.649] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.000732
[11:49:21.658] Odometry x=0.016780, y=0.000160, theta=0.024013
[11:49:21.669] Odometry x=0.016780, y=0.000160, theta=0.023682
[11:49:21.679] Odometry x=0.016780, y=0.000160, theta=0.023612
[11:49:21.689] Odometry x=0.016780, y=0.000160, theta=0.023561
[11:49:21.699] Odometry x=0.016780, y=0.000160, theta=0.023489
[11:49:21.710] Odometry x=0.016780, y=0.000160, theta=0.023437
[11:49:21.716] Image Alignment failed 0
[11:49:21.720] Odometry x=0.016780, y=0.000161, theta=0.023147
[11:49:21.740] Odometry x=0.016869, y=0.000163, theta=0.022750
[11:49:21.750] Odometry x=0.016869, y=0.000163, theta=0.022775
[11:49:21.760] Odometry x=0.016869, y=0.000163, theta=0.023200
[11:49:21.771] Odometry x=0.016869, y=0.000163, theta=0.024427
[11:49:21.781] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:-0.000000 ,z=0.000000,angle between two frames:0.001109
[11:49:21.781] Odometry x=0.016869, y=0.000163, theta=0.025401
[11:49:21.791] Odometry x=0.016870, y=0.000161, theta=0.026353
[11:49:21.801] Odometry x=0.016871, y=0.000161, theta=0.027004
[11:49:21.811] Image Alignment failed 0
[11:49:21.812] Odometry x=0.016872, y=0.000160, theta=0.027555
[11:49:21.822] Odometry x=0.016873, y=0.000160, theta=0.028089
[11:49:21.842] Odometry x=0.016963, y=0.000162, theta=0.028791
[11:49:21.851] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000002,angle between two frames:0.002578
[11:49:21.852] Odometry x=0.016964, y=0.000162, theta=0.029364
[11:49:21.863] Odometry x=0.016965, y=0.000162, theta=0.029722
[11:49:21.873] Odometry x=0.016965, y=0.000162, theta=0.030345
[11:49:21.883] Odometry x=0.016965, y=0.000162, theta=0.031950
[11:49:21.894] Odometry x=0.016965, y=0.000162, theta=0.033714
[11:49:21.904] Odometry x=0.016965, y=0.000162, theta=0.035499
[11:49:21.914] Image Alignment failed 0
[11:49:21.914] Odometry x=0.016965, y=0.000162, theta=0.037462
[11:49:21.934] Odometry x=0.017044, y=0.000165, theta=0.038885
[11:49:21.944] Odometry x=0.017045, y=0.000165, theta=0.039699
[11:49:21.952] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=0.000000,angle between two frames:0.006708
[11:49:21.955] Odometry x=0.017045, y=0.000165, theta=0.040332
[11:49:21.965] Odometry x=0.017045, y=0.000165, theta=0.041152
[11:49:21.975] Odometry x=0.017045, y=0.000165, theta=0.041808
[11:49:21.985] Odometry x=0.017045, y=0.000165, theta=0.042021
[11:49:21.995] Odometry x=0.017045, y=0.000165, theta=0.041739
[11:49:22.006] Odometry x=0.017045, y=0.000165, theta=0.041223
[11:49:22.011] Image Alignment failed 0
[11:49:22.016] Odometry x=0.017045, y=0.000165, theta=0.040481
[11:49:22.036] Odometry x=0.017128, y=0.000169, theta=0.038503
[11:49:22.046] Odometry x=0.017128, y=0.000169, theta=0.037097
[11:49:22.054] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.001524
[11:49:22.056] Odometry x=0.017128, y=0.000169, theta=0.036474
[11:49:22.067] Odometry x=0.017129, y=0.000169, theta=0.036514
[11:49:22.077] Odometry x=0.017129, y=0.000169, theta=0.036879
[11:49:22.087] Odometry x=0.017129, y=0.000169, theta=0.037028
[11:49:22.098] Odometry x=0.017130, y=0.000169, theta=0.036963
[11:49:22.108] Odometry x=0.017131, y=0.000169, theta=0.036405
[11:49:22.116] Image Alignment failed 0
[11:49:22.118] Odometry x=0.017132, y=0.000169, theta=0.035053
[11:49:22.139] Odometry x=0.017222, y=0.000172, theta=0.034164
[11:49:22.149] Odometry x=0.017222, y=0.000172, theta=0.033581
[11:49:22.159] Odometry x=0.017222, y=0.000172, theta=0.033149
[11:49:22.169] Odometry x=0.017222, y=0.000172, theta=0.032574
[11:49:22.179] Odometry x=0.017222, y=0.000172, theta=0.031632
[11:49:22.183] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000002 ,z=-0.000000,angle between two frames:0.000692
[11:49:22.190] Odometry x=0.017222, y=0.000172, theta=0.030169
[11:49:22.200] Odometry x=0.017222, y=0.000172, theta=0.029078
[11:49:22.209] Image Alignment failed 0
[11:49:22.210] Odometry x=0.017222, y=0.000173, theta=0.027671
[11:49:22.220] Odometry x=0.017222, y=0.000173, theta=0.026324
[11:49:22.240] Odometry x=0.017311, y=0.000177, theta=0.024286
[11:49:22.248] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000000 ,z=0.000000,angle between two frames:0.002553
[11:49:22.251] Odometry x=0.017311, y=0.000178, theta=0.022454
[11:49:22.261] Odometry x=0.017311, y=0.000178, theta=0.020973
[11:49:22.272] Odometry x=0.017311, y=0.000178, theta=0.019659
[11:49:22.282] Odometry x=0.017311, y=0.000178, theta=0.018457
[11:49:22.292] Odometry x=0.017311, y=0.000178, theta=0.017369
[11:49:22.302] Odometry x=0.017312, y=0.000178, theta=0.016371
[11:49:22.312] Odometry x=0.017312, y=0.000178, theta=0.015499
[11:49:22.321] Image Alignment failed 0
[11:49:22.323] Odometry x=0.017313, y=0.000178, theta=0.014595
[11:49:22.343] Odometry x=0.017402, y=0.000180, theta=0.012242
[11:49:22.353] Odometry x=0.017403, y=0.000180, theta=0.010574
[11:49:22.363] Odometry x=0.017403, y=0.000180, theta=0.009288
[11:49:22.374] Odometry x=0.017403, y=0.000180, theta=0.008066
[11:49:22.384] Odometry x=0.017404, y=0.000180, theta=0.007093
[11:49:22.385] After Reprojection Map nPoint:0 ,nCell:0 ,nMatches:0 ,distance between two frames x:0.000001 ,z=0.000001,angle between two frames:0.008787
[11:49:22.394] Odometry x=0.017404, y=0.000180, theta=0.006259
[11:49:22.405] Odometry x=0.017404, y=0.000180, theta=0.005518
